,GO,Cluster,Function
3168,GO:1905669,43,P:TORC1 complex assembly
3169,GO:0090035,43,P:positive regulation of chaperone-mediated protein complex assembly
3170,GO:0140633,43,P:CARD8 inflammasome complex assembly
3171,GO:1905143,43,P:eukaryotic translation initiation factor 2 complex assembly
3172,GO:1903975,44,P:regulation of glial cell migration
3173,GO:1903976,44,P:negative regulation of glial cell migration
3174,GO:0045685,44,P:regulation of glial cell differentiation
3175,GO:2000734,44,P:negative regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation
3176,GO:0007403,44,P:glial cell fate determination
3177,GO:1903977,44,P:positive regulation of glial cell migration
3178,GO:0034352,44,P:positive regulation of glial cell apoptotic process
3179,GO:0045686,44,P:negative regulation of glial cell differentiation
3180,GO:1904992,45,P:positive regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway
3181,GO:0031959,45,P:mineralocorticoid receptor signaling pathway
3182,GO:0086103,45,P:G protein-coupled receptor signaling pathway involved in heart process
3183,GO:0090242,45,P:retinoic acid receptor signaling pathway involved in somitogenesis
3184,GO:0010640,45,P:regulation of platelet-derived growth factor receptor signaling pathway
3185,GO:0060169,45,P:negative regulation of adenosine receptor signaling pathway
3186,GO:0038029,45,P:epidermal growth factor receptor signaling pathway via MAPK cascade
3187,GO:1905313,45,P:transforming growth factor beta receptor signaling pathway involved in heart development
3188,GO:1900731,45,P:positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway
3189,GO:0031583,45,P:phospholipase D-activating G protein-coupled receptor signaling pathway
3190,GO:0030845,45,P:phospholipase C-inhibiting G protein-coupled receptor signaling pathway
3191,GO:0071881,45,P:adenylate cyclase-inhibiting adrenergic receptor signaling pathway
3192,GO:0071882,45,P:phospholipase C-activating adrenergic receptor signaling pathway
3193,GO:0098989,45,P:NMDA selective glutamate receptor signaling pathway
3194,GO:0060520,45,P:activation of prostate induction by androgen receptor signaling pathway
3195,GO:0086030,45,P:adenylate cyclase-activating adrenergic receptor signaling pathway involved in cardiac muscle relaxation
3196,GO:0036323,45,P:vascular endothelial growth factor receptor-1 signaling pathway
3197,GO:0034148,45,P:negative regulation of toll-like receptor 5 signaling pathway
3198,GO:0035603,45,P:fibroblast growth factor receptor signaling pathway involved in hemopoiesis
3199,GO:0035602,45,P:fibroblast growth factor receptor signaling pathway involved in negative regulation of apoptotic process in bone marrow cell
3200,GO:0035607,45,P:fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development
3201,GO:0035604,45,P:fibroblast growth factor receptor signaling pathway involved in positive regulation of cell proliferation in bone marrow
3202,GO:1902178,45,P:fibroblast growth factor receptor apoptotic signaling pathway
3203,GO:2000703,45,P:negative regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation
3204,GO:2000586,45,P:regulation of platelet-derived growth factor receptor-beta signaling pathway
3205,GO:0010578,45,P:regulation of adenylate cyclase activity involved in G protein-coupled receptor signaling pathway
3206,GO:0140194,45,P:negative regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway involved in heart process
3207,GO:0060398,45,P:regulation of growth hormone receptor signaling pathway
3208,GO:0071879,45,P:positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway
3209,GO:0038168,45,P:epidermal growth factor receptor signaling pathway via I-kappaB kinase/NF-kappaB cascade
3210,GO:0099109,45,"P:potassium channel activating, G protein-coupled receptor signaling pathway"
3211,GO:1902203,45,P:negative regulation of hepatocyte growth factor receptor signaling pathway
3212,GO:0035665,45,P:TIRAP-dependent toll-like receptor 4 signaling pathway
3213,GO:0034156,45,P:negative regulation of toll-like receptor 7 signaling pathway
3214,GO:0098990,45,P:AMPA selective glutamate receptor signaling pathway
3215,GO:1900450,45,P:negative regulation of glutamate receptor signaling pathway
3216,GO:0033143,45,P:regulation of intracellular steroid hormone receptor signaling pathway
3217,GO:1901189,45,P:positive regulation of ephrin receptor signaling pathway
3218,GO:0086024,45,P:adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate
3219,GO:0060825,45,P:fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation
3220,GO:2000313,45,P:regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation
3221,GO:0034128,45,P:negative regulation of MyD88-independent toll-like receptor signaling pathway
3222,GO:0036325,45,P:vascular endothelial growth factor receptor-3 signaling pathway
3223,GO:0002220,45,P:innate immune response activating cell surface receptor signaling pathway
3224,GO:2000324,45,P:positive regulation of glucocorticoid receptor signaling pathway
3225,GO:0038184,45,P:cell surface bile acid receptor signaling pathway
3226,GO:0034127,45,P:regulation of MyD88-independent toll-like receptor signaling pathway
3227,GO:0035872,45,"P:nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway"
3228,GO:1900737,45,P:negative regulation of phospholipase C-activating G protein-coupled receptor signaling pathway
3229,GO:0002756,45,P:MyD88-independent toll-like receptor signaling pathway
3230,GO:0038185,45,P:intracellular bile acid receptor signaling pathway
3231,GO:0090010,45,P:transforming growth factor beta receptor signaling pathway involved in primitive streak formation
3232,GO:2000314,45,P:negative regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation
3233,GO:0062208,45,P:positive regulation of pattern recognition receptor signaling pathway
3234,GO:1902204,45,P:positive regulation of hepatocyte growth factor receptor signaling pathway
3235,GO:0034151,45,P:regulation of toll-like receptor 6 signaling pathway
3236,GO:0039532,45,P:negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway
3237,GO:0031549,45,P:negative regulation of brain-derived neurotrophic factor receptor signaling pathway
3238,GO:1903946,46,P:negative regulation of ventricular cardiac muscle cell action potential
3239,GO:1904457,46,P:positive regulation of neuronal action potential
3240,GO:1905000,46,P:regulation of membrane repolarization during atrial cardiac muscle cell action potential
3241,GO:1905031,46,P:regulation of membrane repolarization during cardiac muscle cell action potential
3242,GO:0086050,46,P:membrane repolarization during bundle of His cell action potential
3243,GO:0086052,46,P:membrane repolarization during SA node cell action potential
3244,GO:0098902,46,P:regulation of membrane depolarization during action potential
3245,GO:0098906,46,P:regulation of Purkinje myocyte action potential
3246,GO:1900826,46,P:negative regulation of membrane depolarization during cardiac muscle cell action potential
3247,GO:1900827,46,P:positive regulation of membrane depolarization during cardiac muscle cell action potential
3248,GO:1903954,46,P:positive regulation of voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization
3249,GO:1903949,46,P:positive regulation of atrial cardiac muscle cell action potential
3250,GO:1904456,46,P:negative regulation of neuronal action potential
3251,GO:0099610,46,P:action potential initiation
3252,GO:0099608,46,P:regulation of action potential firing pattern
3253,GO:1905025,46,P:negative regulation of membrane repolarization during ventricular cardiac muscle cell action potential
3254,GO:2001185,47,"P:regulation of CD8-positive, alpha-beta T cell activation"
3255,GO:0002302,47,"P:CD8-positive, alpha-beta T cell differentiation involved in immune response"
3256,GO:1900280,47,"P:negative regulation of CD4-positive, alpha-beta T cell costimulation"
3257,GO:1900281,47,"P:positive regulation of CD4-positive, alpha-beta T cell costimulation"
3258,GO:2000451,47,"P:positive regulation of CD8-positive, alpha-beta T cell extravasation"
3259,GO:0035783,47,"P:CD4-positive, alpha-beta T cell costimulation"
3260,GO:0002363,47,P:alpha-beta T cell lineage commitment
3261,GO:2000454,47,"P:positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation"
3262,GO:0002300,47,"P:CD8-positive, alpha-beta intraepithelial T cell differentiation"
3263,GO:2000514,47,"P:regulation of CD4-positive, alpha-beta T cell activation"
3264,GO:0043370,47,"P:regulation of CD4-positive, alpha-beta T cell differentiation"
3265,GO:1905404,47,"P:positive regulation of activated CD8-positive, alpha-beta T cell apoptotic process"
3266,GO:2000452,47,"P:regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation"
3267,GO:0001113,48,P:transcription open complex formation at RNA polymerase II promoter
3268,GO:0060064,48,P:Spemann organizer formation at the anterior end of the primitive streak
3269,GO:0001174,48,P:transcriptional start site selection at RNA polymerase II promoter
3270,GO:0001112,48,P:DNA-templated transcription open complex formation
3271,GO:0001178,48,P:regulation of transcriptional start site selection at RNA polymerase II promoter
3272,GO:0097281,48,P:immune complex formation
3273,GO:0015679,49,P:plasma membrane copper ion transport
3274,GO:1903729,49,P:regulation of plasma membrane organization
3275,GO:0034242,49,P:negative regulation of syncytium formation by plasma membrane fusion
3276,GO:1903914,49,P:negative regulation of fusion of virus membrane with host plasma membrane
3277,GO:1905589,49,P:positive regulation of L-arginine import across plasma membrane
3278,GO:1905010,49,P:positive regulation of L-lysine import across plasma membrane
3279,GO:1904440,49,P:positive regulation of iron ion import across plasma membrane
3280,GO:1905541,49,P:regulation of L-arginine import across plasma membrane
3281,GO:1903906,49,P:regulation of plasma membrane raft polarization
3282,GO:0044855,49,P:plasma membrane raft distribution
3283,GO:0120036,49,P:plasma membrane bounded cell projection organization
3284,GO:0098737,49,P:protein insertion into plasma membrane
3285,GO:1990539,49,P:fructose import across plasma membrane
3286,GO:0098877,49,P:neurotransmitter receptor transport to plasma membrane
3287,GO:0140207,49,P:tripeptide import across plasma membrane
3288,GO:1904679,49,P:myo-inositol import across plasma membrane
3289,GO:1904039,49,P:negative regulation of iron export across plasma membrane
3290,GO:1905534,49,P:positive regulation of leucine import across plasma membrane
3291,GO:1903764,49,P:regulation of potassium ion export across plasma membrane
3292,GO:0042774,49,P:plasma membrane ATP synthesis coupled electron transport
3293,GO:0140484,49,P:5-aminolevulinic acid import across plasma membrane
3294,GO:0140048,49,P:manganese ion export across plasma membrane
3295,GO:0099500,49,P:vesicle fusion to plasma membrane
3296,GO:0098705,49,P:copper ion import across plasma membrane
3297,GO:0032973,49,P:amino acid export across plasma membrane
3298,GO:0097639,49,P:L-lysine import across plasma membrane
3299,GO:0097640,49,P:L-ornithine import across plasma membrane
3300,GO:0043012,49,P:regulation of fusion of sperm to egg plasma membrane
3301,GO:0097711,49,P:ciliary basal body-plasma membrane docking
3302,GO:0099639,49,"P:neurotransmitter receptor transport, endosome to plasma membrane"
3303,GO:1903811,49,P:L-asparagine import across plasma membrane
3304,GO:0097080,49,P:plasma membrane selenite transport
3305,GO:1904439,49,P:negative regulation of iron ion import across plasma membrane
3306,GO:0097036,49,P:regulation of plasma membrane sterol distribution
3307,GO:1901036,49,P:positive regulation of L-glutamine import across plasma membrane
3308,GO:1903988,49,P:iron ion export across plasma membrane
3309,GO:1903806,49,P:L-isoleucine import across plasma membrane
3310,GO:1905647,49,P:proline import across plasma membrane
