,Unnamed: 0,GO,Function
111132,111132,GO:0060262,P:negative regulation of N-terminal protein palmitoylation
111181,111181,GO:0021999,P:neural plate anterior/posterior regionalization
111234,111234,GO:0140569,P:extraction of mislocalized protein from ER membrane
111258,111258,GO:0001717,P:conversion of seryl-tRNAsec to selenocys-tRNAsec
111301,111301,GO:0090226,P:regulation of microtubule nucleation by Ran protein signal transduction
111312,111312,GO:2000872,P:positive regulation of progesterone secretion
111349,111349,GO:0000305,P:response to oxygen radical
111405,111405,GO:0033013,P:tetrapyrrole metabolic process
111411,111411,GO:1903988,P:iron ion export across plasma membrane
111418,111418,GO:0060345,P:spleen trabecula formation
111502,111502,GO:0070158,P:mitochondrial seryl-tRNA aminoacylation
111523,111523,GO:0015838,P:amino-acid betaine transport
111526,111526,GO:1903806,P:L-isoleucine import across plasma membrane
111528,111528,GO:1905647,P:proline import across plasma membrane
111553,111553,GO:0043417,P:negative regulation of skeletal muscle tissue regeneration
111622,111622,GO:0001576,P:globoside biosynthetic process
111644,111644,GO:0097168,P:mesenchymal stem cell proliferation
111650,111650,GO:0072028,P:nephron morphogenesis
111653,111653,GO:0090189,P:regulation of branching involved in ureteric bud morphogenesis
111702,111702,GO:0030656,P:regulation of vitamin metabolic process
111714,111714,GO:0033037,P:polysaccharide localization
111781,111781,GO:0036514,P:dopaminergic neuron axon guidance
111797,111797,GO:0036515,P:serotonergic neuron axon guidance
111963,111963,GO:0070586,P:cell-cell adhesion involved in gastrulation
111989,111989,GO:0097734,P:extracellular exosome biogenesis
111999,111999,GO:1990938,P:peptidyl-aspartic acid autophosphorylation
112016,112016,GO:2000152,P:regulation of ubiquitin-specific protease activity
112017,112017,GO:1903710,P:spermine transmembrane transport
112028,112028,GO:1902204,P:positive regulation of hepatocyte growth factor receptor signaling pathway
112040,112040,GO:0002787,P:negative regulation of antibacterial peptide production
112043,112043,GO:1902572,P:negative regulation of serine-type peptidase activity
112052,112052,GO:1903568,P:negative regulation of protein localization to ciliary membrane
112061,112061,GO:1905631,P:cellular response to glyceraldehyde
112080,112080,GO:2000438,P:negative regulation of monocyte extravasation
112086,112086,GO:2000560,P:positive regulation of CD24 production
112103,112103,GO:0097380,P:dorsal spinal cord interneuron anterior axon guidance
112105,112105,GO:0035262,P:gonad morphogenesis
112171,112171,GO:1903301,P:positive regulation of hexokinase activity
112174,112174,GO:1902153,P:regulation of response to DNA damage checkpoint signaling
112238,112238,GO:0120078,P:cell adhesion involved in sprouting angiogenesis
112259,112259,GO:1905580,P:positive regulation of ERBB3 signaling pathway
112279,112279,GO:2000493,P:negative regulation of interleukin-18-mediated signaling pathway
112319,112319,GO:0048075,P:positive regulation of eye pigmentation
112362,112362,GO:0015786,P:UDP-glucose transmembrane transport
112373,112373,GO:0006528,P:asparagine metabolic process
112480,112480,GO:0000921,P:septin ring assembly
112504,112504,GO:0072579,P:glycine receptor clustering
112506,112506,GO:0018315,P:molybdenum incorporation into molybdenum-molybdopterin complex
112516,112516,GO:0051666,P:actin cortical patch localization
112519,112519,GO:0000917,P:division septum assembly
112543,112543,GO:0006254,P:CTP catabolic process
112549,112549,GO:0046052,P:UTP catabolic process
112553,112553,GO:0002264,P:endothelial cell activation involved in immune response
112655,112655,GO:0006055,P:CMP-N-acetylneuraminate biosynthetic process
112673,112673,GO:1903699,P:tarsal gland development
112675,112675,GO:1903709,P:uterine gland development
112782,112782,GO:1902350,P:cellular response to chloroquine
112866,112866,GO:0033008,P:positive regulation of mast cell activation involved in immune response
112874,112874,GO:0006669,P:sphinganine-1-phosphate biosynthetic process
112901,112901,GO:0015739,P:sialic acid transport
112904,112904,GO:0106289,P:negative regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA
112935,112935,GO:0007072,P:positive regulation of transcription involved in exit from mitosis
112944,112944,GO:1901836,P:regulation of transcription of nucleolar large rRNA by RNA polymerase I
113107,113107,GO:0031445,P:regulation of heterochromatin formation
113192,113192,GO:0045967,P:negative regulation of growth rate
113219,113219,GO:1903996,P:negative regulation of non-membrane spanning protein tyrosine kinase activity
113232,113232,GO:2000984,P:negative regulation of ATP citrate synthase activity
113233,113233,GO:0051350,P:negative regulation of lyase activity
113235,113235,GO:0035971,P:peptidyl-histidine dephosphorylation
113282,113282,GO:0090199,P:regulation of release of cytochrome c from mitochondria
113316,113316,GO:0036363,P:transforming growth factor beta activation
113416,113416,GO:0042941,P:D-alanine transport
113417,113417,GO:0042942,P:D-serine transport
113421,113421,GO:0060094,"P:positive regulation of synaptic transmission, glycinergic"
113429,113429,GO:0009789,P:positive regulation of abscisic acid-activated signaling pathway
113468,113468,GO:1904640,P:response to methionine
113508,113508,GO:0031129,P:inductive cell-cell signaling
113579,113579,GO:0036153,P:triglyceride acyl-chain remodeling
113606,113606,GO:0097281,P:immune complex formation
113607,113607,GO:0002383,P:immune response in brain or nervous system
113664,113664,GO:1902553,P:positive regulation of catalase activity
113674,113674,GO:0003011,P:involuntary skeletal muscle contraction
113711,113711,GO:0090481,P:pyrimidine nucleotide-sugar transmembrane transport
113738,113738,GO:0019413,P:acetate biosynthetic process
113742,113742,GO:0019542,P:propionate biosynthetic process
113784,113784,GO:2001125,P:negative regulation of translational frameshifting
113791,113791,GO:0075523,P:viral translational frameshifting
113795,113795,GO:2000654,P:regulation of cellular response to testosterone stimulus
113815,113815,GO:0071602,P:phytosphingosine biosynthetic process
113826,113826,GO:0006639,P:acylglycerol metabolic process
113861,113861,GO:0046520,P:sphingoid biosynthetic process
113872,113872,GO:0060383,P:positive regulation of DNA strand elongation
113877,113877,GO:1905774,P:regulation of DNA helicase activity
113917,113917,GO:1901292,P:nucleoside phosphate catabolic process
113987,113987,GO:0044648,P:histone H3-K4 dimethylation
113997,113997,GO:0071863,P:regulation of cell proliferation in bone marrow
114041,114041,GO:0002747,P:antigen processing and presentation following phagocytosis
114042,114042,GO:0002505,P:antigen processing and presentation of polysaccharide antigen via MHC class II
114055,114055,GO:0046754,P:viral exocytosis
114098,114098,GO:0042823,P:pyridoxal phosphate biosynthetic process
114239,114239,GO:1905669,P:TORC1 complex assembly
114260,114260,GO:0051790,P:short-chain fatty acid biosynthetic process
114362,114362,GO:0018293,P:protein-FAD linkage
114378,114378,GO:0140290,P:peptidyl-serine ADP-deribosylation
114431,114431,GO:0036047,P:peptidyl-lysine demalonylation
114432,114432,GO:0036049,P:peptidyl-lysine desuccinylation
114435,114435,GO:0036046,P:protein demalonylation
114436,114436,GO:0036048,P:protein desuccinylation
114437,114437,GO:0010566,P:regulation of ketone biosynthetic process
114456,114456,GO:0003271,P:smoothened signaling pathway involved in regulation of secondary heart field cardioblast proliferation
114479,114479,GO:0009895,P:negative regulation of catabolic process
114488,114488,GO:0150106,P:regulation of protein localization to cell-cell junction
114569,114569,GO:0036090,P:cleavage furrow ingression
114646,114646,GO:0015774,P:polysaccharide transport
114654,114654,GO:0090520,P:sphingolipid mediated signaling pathway
114746,114746,GO:1905364,P:regulation of endosomal vesicle fusion
114753,114753,GO:0046521,P:sphingoid catabolic process
114763,114763,GO:0048239,P:negative regulation of DNA recombination at telomere
114840,114840,GO:0044873,P:lipoprotein localization to membrane
114922,114922,GO:0070303,P:negative regulation of stress-activated protein kinase signaling cascade
114927,114927,GO:1904291,P:positive regulation of mitotic DNA damage checkpoint
114973,114973,GO:0060490,P:lateral sprouting involved in lung morphogenesis
114976,114976,GO:0060488,P:orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis
114977,114977,GO:0060489,P:planar dichotomous subdivision of terminal units involved in lung branching morphogenesis
115030,115030,GO:2000142,P:regulation of DNA-templated transcription initiation
115049,115049,GO:2001019,P:positive regulation of retrograde axon cargo transport
115135,115135,GO:0060376,P:positive regulation of mast cell differentiation
115178,115178,GO:0051758,P:homologous chromosome movement towards spindle pole in meiosis I anaphase
115197,115197,GO:1904506,P:negative regulation of telomere maintenance in response to DNA damage
115201,115201,GO:1904535,P:positive regulation of telomeric loop disassembly
115204,115204,GO:0000732,P:strand displacement
115262,115262,GO:0070392,P:detection of lipoteichoic acid
115263,115263,GO:0032499,P:detection of peptidoglycan
115264,115264,GO:1905805,P:excitatory synapse pruning
115299,115299,GO:1903082,P:positive regulation of C-C chemokine receptor CCR7 signaling pathway
115301,115301,GO:1905291,P:positive regulation of CAMKK-AMPK signaling cascade
115302,115302,GO:2000350,P:positive regulation of CD40 signaling pathway
115305,115305,GO:0045960,"P:positive regulation of complement activation, classical pathway"
115329,115329,GO:1905808,P:positive regulation of synapse pruning
115334,115334,GO:0110089,P:regulation of hippocampal neuron apoptotic process
115339,115339,GO:0071640,P:regulation of macrophage inflammatory protein 1 alpha production
115342,115342,GO:0120035,P:regulation of plasma membrane bounded cell projection organization
115344,115344,GO:0034151,P:regulation of toll-like receptor 6 signaling pathway
115350,115350,GO:0006580,P:ethanolamine metabolic process
115442,115442,GO:0022013,P:pallium cell proliferation in forebrain
115446,115446,GO:0010610,P:regulation of mRNA stability involved in response to stress
115489,115489,GO:0060734,P:regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation
115507,115507,GO:0019935,P:cyclic-nucleotide-mediated signaling
115638,115638,GO:1903556,P:negative regulation of tumor necrosis factor superfamily cytokine production
115640,115640,GO:1905404,"P:positive regulation of activated CD8-positive, alpha-beta T cell apoptotic process"
115644,115644,GO:0002845,P:positive regulation of tolerance induction to tumor cell
115687,115687,GO:0003345,P:proepicardium cell migration involved in pericardium morphogenesis
115697,115697,GO:0010611,P:regulation of cardiac muscle hypertrophy
115797,115797,GO:0070684,P:seminal clot liquefaction
115828,115828,GO:0110059,P:negative regulation of blood vessel endothelial cell differentiation
115868,115868,GO:0050912,P:detection of chemical stimulus involved in sensory perception of taste
115874,115874,GO:0009415,P:response to water
115954,115954,GO:0002336,P:B-1 B cell lineage commitment
115957,115957,GO:2000509,P:negative regulation of dendritic cell chemotaxis
115960,115960,GO:1902623,P:negative regulation of neutrophil migration
115965,115965,GO:0033860,P:regulation of NAD(P)H oxidase activity
115993,115993,GO:1903621,P:protein localization to photoreceptor connecting cilium
116002,116002,GO:0033514,P:L-lysine catabolic process to acetyl-CoA via L-pipecolate
116041,116041,GO:0097719,P:neural tissue regeneration
116149,116149,GO:1904779,P:regulation of protein localization to centrosome
116210,116210,GO:0072356,P:chromosome passenger complex localization to kinetochore
116298,116298,GO:1903205,P:regulation of hydrogen peroxide-induced cell death
116320,116320,GO:0034763,P:negative regulation of transmembrane transport
116360,116360,GO:0003226,P:right ventricular compact myocardium morphogenesis
116504,116504,GO:0045834,P:positive regulation of lipid metabolic process
116525,116525,GO:0090673,P:endothelial cell-matrix adhesion
116573,116573,GO:0006781,P:succinyl-CoA pathway
116620,116620,GO:0000709,P:meiotic joint molecule formation
116621,116621,GO:0010774,P:meiotic strand invasion involved in reciprocal meiotic recombination
116634,116634,GO:1902117,P:positive regulation of organelle assembly
116646,116646,GO:0072755,P:cellular response to benomyl
116716,116716,GO:1904876,P:negative regulation of DNA ligase activity
116913,116913,GO:1901860,P:positive regulation of mitochondrial DNA metabolic process
116915,116915,GO:1901863,P:positive regulation of muscle tissue development
116937,116937,GO:1904042,P:negative regulation of cystathionine beta-synthase activity
116955,116955,GO:0003029,P:detection of hypoxic conditions in blood by carotid body chemoreceptor signaling
116977,116977,GO:0016132,P:brassinosteroid biosynthetic process
